eV	counts/s
59.66357	161
59.67657	49
59.68957	10
59.70257	-73
59.71557	-103
59.72857	140
59.74157	109
59.75457	-20
59.76757	202
59.78057	-20
59.79357	-27
59.80657	56
59.81957	65
59.83257	-9
59.84557	12
59.85857	131
59.87157	102
59.88457	168
59.89757	-57
59.91057	-100
59.92357	84
59.93657	23
59.94957	69
59.96257	112
59.97557	-1
59.98857	-12
60.00157	101
60.01457	50
60.02757	-15
60.04057	93
60.05357	146
60.06657	40
60.07957	120
60.09257	168
60.10557	167
60.11857	164
60.13157	147
60.14457	135
60.15757	95
60.17057	12
60.18357	12
60.19657	101
60.20957	134
60.22257	132
60.23557	139
60.24857	150
60.26157	175
60.27457	136
60.28757	163
60.30057	296
60.31357	265
60.32657	146
60.33957	148
60.35257	207
60.36557	229
60.37857	215
60.39157	156
60.40457	122
60.41757	165
60.43057	194
60.44357	181
60.45657	118
60.46957	128
60.48257	212
60.49557	167
60.50857	181
60.52157	172
60.53457	95
60.54757	163
60.56057	159
60.57357	152
60.58657	136
60.59957	160
60.61257	201
60.62557	208
60.63857	174
60.65157	110
60.66457	52
60.67757	134
60.69057	93
60.70357	126
60.71657	115
60.72957	106
60.74257	67
60.75557	64
60.76857	17
60.78157	-11
60.79457	32
60.80757	207
60.82057	171
60.83357	44
60.84657	65
60.85957	34
60.87257	78
60.88557	94
60.89857	5
60.91157	-117
60.92457	-9
60.93757	13
60.95057	53
60.96357	88
60.97657	22
60.98957	84
61.00257	44
61.01557	75
61.02857	19
61.04157	-18
61.05457	-6
61.06757	-91
61.08057	151
61.09357	45
61.10657	-68
61.11957	-4
61.13257	27
61.14557	131
61.15857	193
61.17157	32
61.18457	25
61.19757	121
61.21057	75
61.22357	13
61.23657	-30
61.24957	135
61.26257	39
61.27557	48
61.28857	125
61.30157	-51
61.31457	-10
61.32757	30
61.34057	34
61.35357	21
61.36657	-64
61.37957	6
61.39257	150
61.40557	160
61.41857	78
61.43157	64
61.44457	-162
61.45757	-28
61.47057	9
61.48357	68
61.49657	-8
61.50957	-47
61.52257	-13
61.53557	124
61.54857	129
61.56157	32
61.57457	52
61.58757	160
61.60057	119
61.61357	-15
61.62657	-71
61.63957	-16
61.65257	-17
61.66557	20
61.67857	53
61.69157	75
61.70457	80
61.71757	83
61.73057	75
61.74357	87
61.75657	138
61.76957	71
61.78257	54
61.79557	51
61.80857	-9
61.82157	39
61.83457	-7
61.84757	-79
61.86057	-43
61.87357	7
61.88657	91
61.89957	153
61.91257	136
61.92557	90
61.93857	33
61.95157	-29
61.96457	48
61.97757	82
61.99057	73
62.00357	65
62.01657	59
62.02957	84
62.04257	108
62.05557	162
62.06857	189
62.08157	74
62.09457	129
62.10757	73
62.12057	138
62.13357	155
62.14657	92
62.15957	143
62.17257	193
62.18557	128
62.19857	258
62.21157	338
62.22457	277
62.23757	319
62.25057	239
62.26357	279
62.27657	360
62.28957	264
62.30257	315
62.31557	273
62.32857	321
62.34157	375
62.35457	481
62.36757	243
62.38057	406
62.39357	399
62.40657	453
62.41957	498
62.43257	296
62.44557	347
62.45857	407
62.47157	389
62.48457	370
62.49757	452
62.51057	448
62.52357	380
62.53657	315
62.54957	313
62.56257	372
62.57557	401
62.58857	367
62.60157	217
62.61457	325
62.62757	375
62.64057	273
62.65357	166
62.66657	244
62.67957	233
62.69257	378
62.70557	385
62.71857	293
62.73157	236
62.74457	292
62.75757	193
62.77057	255
62.78357	228
62.79657	58
62.80957	148
62.82257	225
62.83557	145
62.84857	150
62.86157	147
62.87457	203
62.88757	44
62.90057	80
62.91357	94
62.92657	-25
62.93957	-69
62.95257	-34
62.96557	104
62.97857	102
62.99157	85
63.00457	81
63.01757	37
63.03057	-25
63.04357	34
63.05657	144
63.06957	127
63.08257	-2
63.09557	-27
63.10857	35
63.12157	-43
63.13457	-74
63.14757	-71
63.16057	-66
63.17357	1
63.18657	48
63.19957	15
63.21257	-27
63.22557	12
63.23857	-4
63.25157	0
63.26457	17
63.27757	32
63.29057	26
63.30357	11
63.31657	-75
63.32957	58
63.34257	96
63.35557	-14
63.36857	-73
63.38157	1
63.39457	8
63.40757	23
63.42057	1
63.43357	-46
63.44657	54
63.45957	-7
63.47257	-14
63.48557	-41
63.49857	-55
63.51157	97
63.52457	41
63.53757	124
63.55057	40
63.56357	62
63.57657	84
63.58957	17
63.60257	51
63.61557	-20
63.62857	87
63.64157	-9
63.65457	20
63.66757	75
63.68057	169
63.69357	70
63.70657	104
63.71957	-47
63.73257	121
63.74557	64
63.75857	57
63.77157	71
63.78457	100
63.79757	47
63.81057	68
63.82357	35
63.83657	-12
63.84957	116
63.86257	123
63.87557	46
63.88857	114
63.90157	141
63.91457	107
63.92757	142
63.94057	-8
63.95357	84
63.96657	92
63.97957	139
63.99257	141
64.00557	166
64.01857	175
64.03157	73
64.04457	139
64.05757	171
64.07057	177
64.08357	220
64.09657	173
64.10957	219
64.12257	162
64.13557	168
64.14857	123
64.16157	59
64.17457	139
64.18757	334
64.20057	297
64.21357	179
64.22657	170
64.23957	131
64.25257	239
64.26557	349
64.27857	259
64.29157	177
64.30457	202
64.31757	205
64.33057	204
64.34357	204
64.35657	265
64.36957	323
64.38257	273
64.39557	294
64.40857	281
64.42157	266
64.43457	271
64.44757	208
64.46057	265
64.47357	260
64.48657	228
64.49957	245
64.51257	259
64.52557	269
64.53857	219
64.55157	200
64.56457	274
64.57757	295
64.59057	196
64.60357	165
64.61657	148
64.62957	147
64.64257	193
64.65557	200
64.66857	227
64.68157	152
64.69457	177
64.70757	268
64.72057	262
64.73357	245
64.74657	207
64.75957	162
64.77257	195
64.78557	189
64.79857	86
64.81157	64
64.82457	198
64.83757	99
64.85057	216
64.86357	258
64.87657	244
64.88957	146
64.90257	154
64.91557	99
64.92857	194
64.94157	168
64.95457	78
64.96757	67
64.98057	133
64.99357	134
65.00657	171
65.01957	198
65.03257	77
65.04557	97
65.05857	96
65.07157	121
65.08457	165
65.09757	150
65.11057	184
65.12357	151
65.13657	66
65.14957	175
65.16257	238
65.17557	169
65.18857	68
65.20157	153
65.21457	58
65.22757	151
65.24057	149
65.25357	185
65.26657	212
65.27957	88
65.29257	183
65.30557	193
65.31857	208
65.33157	230
65.34457	120
65.35757	125
65.37057	108
65.38357	155
65.39657	108
65.40957	78
65.42257	69
65.43557	45
65.44857	89
65.46157	81
65.47457	116
65.48757	156
65.50057	183
65.51357	52
65.52657	101
65.53957	138
65.55257	20
65.56557	49
65.57857	92
65.59157	74
65.60457	67
65.61757	62
65.63057	117
65.64357	104
65.65657	77
65.66957	28
65.68257	42
65.69557	79
65.70857	59
65.72157	58
65.73457	21
65.74757	65
65.76057	92
65.77357	54
65.78657	17
65.79957	-33
65.81257	-10
65.82557	7
65.83857	56
65.85157	123
65.86457	84
65.87757	77
65.89057	30
65.90357	77
65.91657	88
65.92957	41
65.94257	12
65.95557	65
65.96857	-46
65.98157	-69
65.99457	-53
66.00757	110
66.02057	49
66.03357	38
66.04657	70
66.05957	82
66.07257	-55
66.08557	-59
66.09857	75
66.11157	36
66.12457	22
66.13757	1
66.15057	33
66.16357	58
66.17657	-46
66.18957	124
66.20257	122
66.21557	-2
66.22857	36
66.24157	99
66.25457	23
66.26757	31
66.28057	214
66.29357	83
66.30657	0
66.31957	40
66.33257	83
66.34557	-27
66.35857	76
66.37157	66
66.38457	37
66.39757	0
66.41057	3
66.42357	87
66.43657	6
66.44957	114
66.46257	88
66.47557	37
66.48857	98
66.50157	144
66.51457	60
66.52757	122
66.54057	59
66.55357	41
66.56657	119
66.57957	24
66.59257	162
66.60557	150
66.61857	93
66.63157	83
66.64457	76
66.65757	121
66.67057	98
66.68357	163
66.69657	70
66.70957	29
66.72257	155
66.73557	177
66.74857	136
66.76157	136
66.77457	151
66.78757	44
66.80057	50
66.81357	164
66.82657	179
66.83957	150
66.85257	136
66.86557	141
66.87857	198
66.89157	220
66.90457	158
66.91757	152
66.93057	166
66.94357	213
66.95657	229
66.96957	196
66.98257	201
66.99557	203
67.00857	151
67.02157	174
67.03457	220
67.04757	208
67.06057	217
67.07357	219
67.08657	248
67.09957	264
67.11257	243
67.12557	143
67.13857	83
67.15157	109
67.16457	170
67.17757	205
67.19057	213
67.20357	289
67.21657	314
67.22957	195
67.24257	95
67.25557	110
67.26857	82
67.28157	167
67.29457	130
67.30757	193
67.32057	111
67.33357	45
67.34657	141
67.35957	92
67.37257	170
67.38557	220
67.39857	268
67.41157	219
67.42457	159
67.43757	173
67.45057	131
67.46357	204
67.47657	191
67.48957	61
67.50257	9
67.51557	145
67.52857	86
67.54157	240
67.55457	200
67.56757	199
67.58057	76
67.59357	150
67.60657	225
67.61957	176
67.63257	197
67.64557	208
67.65857	105
67.67157	119
67.68457	235
67.69757	262
67.71057	156
67.72357	284
67.73657	138
67.74957	132
67.76257	149
67.77557	140
67.78857	266
67.80157	115
67.81457	51
67.82757	132
67.84057	171
67.85357	190
67.86657	93
67.87957	91
67.89257	70
67.90557	51
67.91857	-2
67.93157	77
67.94457	84
67.95757	70
67.97057	182
67.98357	78
67.99657	4
68.00957	31
68.02257	75
68.03557	78
68.04857	18
68.06157	29
68.07457	-18
68.08757	46
68.10057	130
68.11357	104
68.12657	14
68.13957	44
68.15257	57
68.16557	110
68.17857	50
68.19157	56
68.20457	100
68.21757	26
68.23057	-24
68.24357	44
68.25657	95
68.26957	79
68.28257	60
68.29557	81
68.30857	35
68.32157	-22
68.33457	-15
68.34757	24
68.36057	40
68.37357	19
68.38657	26
68.39957	-47
68.41257	-69
68.42557	-42
68.43857	-59
68.45157	-42
68.46457	-35
68.47757	-12
68.49057	49
68.50357	-16
68.51657	-46
68.52957	23
68.54257	60
68.55557	50
68.56857	-54
68.58157	6
68.59457	15
68.60757	-70
68.62057	19
68.63357	75
68.64657	22
68.65957	112
68.67257	36
68.68557	-8
68.69857	-13
68.71157	13
68.72457	-56
68.73757	-117
68.75057	-25
68.76357	-13
68.77657	-63
68.78957	-106
68.80257	-45
68.81557	57
68.82857	62
68.84157	63
68.85457	-33
68.86757	54
68.88057	34
68.89357	89
68.90657	70
68.91957	13
68.93257	-10
68.94557	83
68.95857	-33
68.97157	-51
68.98457	-95
68.99757	-84
69.01057	58
69.02357	50
69.03657	55
69.04957	90
69.06257	-84
69.07557	84
69.08857	-55
69.10157	13
69.11457	39
69.12757	66
69.14057	27
69.15357	78
69.16657	180
69.17957	83
69.19257	65
69.20557	75
69.21857	30
69.23157	32
69.24457	70
69.25757	13
69.27057	43
69.28357	141
69.29657	51
69.30957	90
69.32257	-15
69.33557	69
69.34857	105
69.36157	103
69.37457	31
69.38757	94
69.40057	142
69.41357	131
69.42657	72
69.43957	94
69.45257	94
69.46557	148
69.47857	111
69.49157	105
69.50457	153
69.51757	78
69.53057	118
69.54357	121
69.55657	92
69.56957	87
69.58257	123
69.59557	196
69.60857	174
69.62157	123
69.63457	110
69.64757	137
69.66057	158
69.67357	103
69.68657	68
69.69957	100
69.71257	161
69.72557	193
69.73857	232
69.75157	281
69.76457	174
69.77757	212
69.79057	244
69.80357	281
69.81657	325
69.82957	311
69.84257	101
69.85557	164
69.86857	224
69.88157	242
69.89457	231
69.90757	109
69.92057	275
69.93357	313
69.94657	253
69.95957	301
69.97257	245
69.98557	300
69.99857	281
70.01157	331
70.02457	203
70.03757	154
70.05057	152
70.06357	245
70.07657	144
70.08957	89
70.10257	282
70.11557	203
70.12857	301
70.14157	206
70.15457	288
70.16757	167
70.18057	279
70.19357	179
70.20657	150
70.21957	77
70.23257	194
70.24557	223
70.25857	245
70.27157	217
70.28457	156
70.29757	182
70.31057	142
70.32357	116
70.33657	242
70.34957	204
70.36257	187
70.37557	127
70.38857	139
70.40157	112
70.41457	65
70.42757	-5
70.44057	24
70.45357	163
70.46657	109
70.47957	94
70.49257	95
70.50557	115
70.51857	151
70.53157	113
70.54457	110
70.55757	174
70.57057	207
70.58357	170
70.59657	108
70.60957	91
70.62257	87
70.63557	131
70.64857	123
70.66157	-11
70.67457	4
70.68757	60
70.70057	-10
70.71357	41
70.72657	83
70.73957	102
70.75257	24
70.76557	27
70.77857	50
70.79157	73
70.80457	110
70.81757	90
70.83057	120
70.84357	71
70.85657	45
70.86957	103
70.88257	54
70.89557	-59
70.90857	-45
70.92157	83
70.93457	88
70.94757	28
70.96057	-44
70.97357	-98
70.98657	-28
70.99957	29
71.01257	71
71.02557	60
71.03857	7
71.05157	-28
71.06457	-40
71.07757	-25
71.09057	-45
71.10357	35
71.11657	22
71.12957	74
71.14257	88
71.15557	-59
71.16857	-29
71.18157	3
71.19457	-48
71.20757	-108
71.22057	-33
71.23357	-14
71.24657	-29
71.25957	-14
71.27257	8
71.28557	12
71.29857	53
71.31157	57
71.32457	68
71.33757	81
71.35057	49
71.36357	-43
71.37657	45
71.38957	-55
71.40257	24
71.41557	109
71.42857	-16
71.44157	82
71.45457	19
71.46757	-11
71.48057	-71
71.49357	39
71.50657	148
71.51957	88
71.53257	109
71.54557	-96
71.55857	-125
71.57157	-80
71.58457	185
71.59757	109
71.61057	-17
71.62357	34
71.63657	-4
71.64957	-1
71.66257	-40
71.67557	77
71.68857	-3
71.70157	12
71.71457	1
71.72757	71
71.74057	78
71.75357	75
71.76657	-17
71.77957	-75
71.79257	128
71.80557	15
71.81857	74
71.83157	25
71.84457	64
71.85757	216
71.87057	256
71.88357	172
71.89657	100
71.90957	199
71.92257	174
71.93557	151
71.94857	168
71.96157	133
71.97457	232
71.98757	248
72.00057	306
72.01357	223
72.02657	200
72.03957	306
72.05257	226
72.06557	293
72.07857	389
72.09157	364
72.10457	375
72.11757	384
72.13057	428
72.14357	399
72.15657	419
72.16957	404
72.18257	359
72.19557	420
72.20857	449
72.22157	438
72.23457	390
72.24757	313
72.26057	338
72.27357	459
72.28657	544
72.29957	515
72.31257	410
72.32557	331
72.33857	339
72.35157	370
72.36457	355
72.37757	330
72.39057	367
72.40357	399
72.41657	394
72.42957	426
72.44257	277
72.45557	209
72.46857	223
72.48157	272
72.49457	346
72.50757	263
72.52057	224
72.53357	90
72.54657	153
72.55957	188
72.57257	269
72.58557	256
72.59857	140
72.61157	94
72.62457	235
72.63757	140
72.65057	142
72.66357	39
72.67657	92
72.68957	148
72.70257	12
72.71557	103
72.72857	142
72.74157	150
72.75457	47
72.76757	83
72.78057	98
72.79357	-45
72.80657	97
72.81957	-121
72.83257	24
72.84557	-5
72.85857	-39
72.87157	-24
72.88457	-31
72.89757	51
72.91057	-42
72.92357	-6
72.93657	-79
72.94957	-70
72.96257	-45
72.97557	132
72.98857	41
73.00157	-75
73.01457	-91
73.02757	-1
73.04057	36
73.05357	-88
73.06657	-59
73.07957	69
73.09257	-15
73.10557	-24
73.11857	-76
73.13157	-63
73.14457	-47
73.15757	-161
73.17057	15
73.18357	10
73.19657	34
73.20957	44
73.22257	-26
73.23557	121
73.24857	-16
73.26157	-74
73.27457	-12
73.28757	-20
73.30057	-65
73.31357	-23
73.32657	-50
73.33957	-7
73.35257	-12
73.36557	-5
73.37857	13
73.39157	-26
73.40457	42
73.41757	125
73.43057	63
73.44357	-17
73.45657	-12
73.46957	-1
73.48257	6
73.49557	215
73.50857	185
73.52157	81
73.53457	84
73.54757	18
73.56057	45
73.57357	28
73.58657	47
73.59957	107
73.61257	106
73.62557	126
73.63857	115
73.65157	133
73.66457	86
73.67757	28
73.69057	115
73.70357	113
73.71657	91
73.72957	121
73.74257	79
73.75557	107
73.76857	170
73.78157	72
73.79457	68
73.80757	93
73.82057	39
73.83357	174
73.84657	122
73.85957	89
73.87257	65
73.88557	103
73.89857	115
73.91157	185
73.92457	113
73.93757	168
73.95057	71
73.96357	112
73.97657	90
73.98957	39
74.00257	150
74.01557	202
74.02857	198
74.04157	112
74.05457	92
74.06757	83
74.08057	7
74.09357	48
74.10657	136
74.11957	121
74.13257	114
74.14557	100
74.15857	238
74.17157	191
74.18457	149
74.19757	160
74.21057	104
74.22357	82
74.23657	240
74.24957	229
74.26257	284
74.27557	159
74.28857	172
74.30157	225
74.31457	169
74.32757	191
74.34057	206
74.35357	179
74.36657	345
74.37957	161
74.39257	125
74.40557	266
74.41857	286
74.43157	178
74.44457	199
74.45757	192
74.47057	391
74.48357	320
74.49657	184
74.50957	278
74.52257	312
74.53557	306
74.54857	413
74.56157	393
74.57457	293
74.58757	287
74.60057	350
74.61357	369
74.62657	414
74.63957	459
74.65257	452
74.66557	249
74.67857	154
74.69157	322
74.70457	386
74.71757	307
74.73057	303
74.74357	433
74.75657	419
74.76957	360
74.78257	309
74.79557	313
74.80857	398
74.82157	434
74.83457	395
74.84757	319
74.86057	316
74.87357	321
74.88657	331
74.89957	320
74.91257	283
74.92557	334
74.93857	332
74.95157	386
74.96457	402
74.97757	335
74.99057	425
75.00357	483
75.01657	527
75.02957	406
75.04257	305
75.05557	320
75.06857	383
75.08157	353
75.09457	524
75.10757	498
75.12057	400
75.13357	475
75.14657	441
75.15957	467
75.17257	467
75.18557	449
75.19857	488
75.21157	424
75.22457	496
75.23757	671
75.25057	663
75.26357	657
75.27657	618
75.28957	632
75.30257	732
75.31557	615
75.32857	606
75.34157	835
75.35457	688
75.36757	689
75.38057	888
75.39357	734
75.40657	743
75.41957	882
75.43257	864
75.44557	908
75.45857	767
75.47157	889
75.48457	1032
75.49757	906
75.51057	970
75.52357	915
75.53657	884
75.54957	881
75.56257	855
75.57557	769
75.58857	1043
75.60157	1009
75.61457	1068
75.62757	999
75.64057	891
75.65357	916
75.66657	973
75.67957	953
75.69257	895
75.70557	910
75.71857	757
75.73157	819
75.74457	893
75.75757	910
75.77057	903
75.78357	803
75.79657	942
75.80957	997
75.82257	950
75.83557	906
75.84857	875
75.86157	887
75.87457	781
75.88757	805
75.90057	797
75.91357	752
75.92657	774
75.93957	863
75.95257	754
75.96557	750
75.97857	833
75.99157	873
76.00457	965
76.01757	978
76.03057	863
76.04357	801
76.05657	773
76.06957	801
76.08257	848
76.09557	804
76.10857	832
76.12157	781
76.13457	754
76.14757	863
76.16057	906
76.17357	964
76.18657	981
76.19957	929
76.21257	1019
76.22557	1057
76.23857	918
76.25157	891
76.26457	975
76.27757	1057
76.29057	1042
76.30357	1023
76.31657	1136
76.32957	1237
76.34257	1298
76.35557	1254
76.36857	1371
76.38157	1327
76.39457	1310
76.40757	1273
76.42057	1406
76.43357	1451
76.44657	1437
76.45957	1443
76.47257	1408
76.48557	1404
76.49857	1417
76.51157	1368
76.52457	1312
76.53757	1431
76.55057	1393
76.56357	1320
76.57657	1352
76.58957	1358
76.60257	1484
76.61557	1457
76.62857	1302
76.64157	1150
76.65457	1310
76.66757	1237
76.68057	1265
76.69357	1199
76.70657	1110
76.71957	1183
76.73257	1112
76.74557	1147
76.75857	1110
76.77157	902
76.78457	1091
76.79757	969
76.81057	1074
76.82357	1032
76.83657	895
76.84957	877
76.86257	823
76.87557	1010
76.88857	736
76.90157	954
76.91457	803
76.92757	798
76.94057	787
76.95357	896
76.96657	738
76.97957	704
76.99257	906
77.00557	747
77.01857	669
77.03157	587
77.04457	586
77.05757	682
77.07057	537
77.08357	636
77.09657	602
77.10957	513
77.12257	568
77.13557	526
77.14857	546
77.16157	450
77.17457	463
77.18757	581
77.20057	543
77.21357	500
77.22657	498
77.23957	568
77.25257	545
77.26557	561
77.27857	653
77.29157	539
77.30457	470
77.31757	448
77.33057	373
77.34357	417
77.35657	464
77.36957	431
77.38257	458
77.39557	516
77.40857	441
77.42157	428
77.43457	429
77.44757	376
77.46057	378
77.47357	375
77.48657	408
77.49957	380
77.51257	323
77.52557	371
77.53857	408
77.55157	425
77.56457	381
77.57757	316
77.59057	340
77.60357	344
77.61657	347
77.62957	460
77.64257	492
77.65557	434
77.66857	368
77.68157	364
77.69457	373
77.70757	427
77.72057	316
77.73357	337
77.74657	340
77.75957	306
77.77257	394
77.78557	318
77.79857	364
77.81157	400
77.82457	370
77.83757	348
77.85057	338
77.86357	198
77.87657	279
77.88957	173
77.90257	327
77.91557	194
77.92857	310
77.94157	371
77.95457	443
77.96757	422
77.98057	386
77.99357	300
78.00657	304
78.01957	361
78.03257	172
78.04557	282
78.05857	314
78.07157	328
78.08457	333
78.09757	306
78.11057	152
78.12357	283
78.13657	247
78.14957	317
78.16257	269
78.17557	269
78.18857	318
78.20157	370
78.21457	166
78.22757	365
78.24057	404
78.25357	262
78.26657	286
78.27957	309
78.29257	319
78.30557	311
78.31857	240
78.33157	276
78.34457	117
78.35757	181
78.37057	260
78.38357	210
78.39657	105
78.40957	276
78.42257	345
78.43557	326
78.44857	278
78.46157	264
78.47457	106
78.48757	121
78.50057	195
78.51357	300
78.52657	174
78.53957	260
78.55257	368
78.56557	254
78.57857	235
78.59157	261
78.60457	257
78.61757	313
78.63057	364
78.64357	297
78.65657	183
78.66957	232
78.68257	322
78.69557	281
78.70857	234
78.72157	212
78.73457	199
78.74757	280
78.76057	314
78.77357	274
78.78657	295
78.79957	269
78.81257	239
78.82557	313
78.83857	329
78.85157	265
78.86457	245
78.87757	256
78.89057	286
78.90357	294
78.91657	307
78.92957	424
78.94257	458
78.95557	388
78.96857	341
78.98157	267
78.99457	253
79.00757	269
79.02057	288
79.03357	302
79.04657	453
79.05957	484
79.07257	420
79.08557	306
79.09857	476
79.11157	480
79.12457	409
79.13757	347
79.15057	376
79.16357	404
79.17657	491
79.18957	551
79.20257	352
79.21557	395
79.22857	428
79.24157	460
79.25457	490
79.26757	393
79.28057	438
79.29357	351
79.30657	353
79.31957	404
79.33257	598
79.34557	492
79.35857	383
79.37157	462
79.38457	416
79.39757	493
79.41057	461
79.42357	457
79.43657	270
79.44957	321
79.46257	315
79.47557	398
79.48857	299
79.50157	362
79.51457	301
79.52757	379
79.54057	226
79.55357	226
79.56657	327
79.57957	257
79.59257	352
79.60557	288
79.61857	235
79.63157	252
79.64457	227
79.65757	148
79.67057	74
79.68357	88
79.69657	80
79.70957	80
79.72257	73
79.73557	198
79.74857	184
79.76157	139
79.77457	184
79.78757	143
79.80057	211
79.81357	16
79.82657	15
79.83957	140
79.85257	27
79.86557	56
79.87857	22
79.89157	0
79.90457	18
79.91757	7
79.93057	-197
79.94357	-41
79.95657	38
79.96957	89
79.98257	127
79.99557	31
80.00857	25
80.02157	86
80.03457	70
80.04757	32
80.06057	23
80.07357	73
80.08657	-5
80.09957	-153
80.11257	-12
80.12557	120
80.13857	53
80.15157	-1
80.16457	-7
80.17757	58
80.19057	28
80.20357	-57
80.21657	-15
80.22957	48
80.24257	27
80.25557	-70
80.26857	-11
80.28157	10
80.29457	4
80.30757	-26
80.32057	-13
80.33357	45
80.34657	37
80.35957	-28
80.37257	-22
80.38557	-44
80.39857	-7
80.41157	-65
80.42457	-77
80.43757	-113
80.45057	5
80.46357	21
80.47657	23
80.48957	84
80.50257	-79
80.51557	116
80.52857	96
80.54157	27
80.55457	-22
80.56757	-96
80.58057	9
80.59357	59
80.60657	-11
80.61957	2
80.63257	53
80.64557	200
80.65857	69
80.67157	104
80.68457	179
80.69757	109
80.71057	59
80.72357	104
80.73657	73
80.74957	154
80.76257	75
80.77557	239
80.78857	140
80.80157	-51
80.81457	93
80.82757	250
80.84057	273
80.85357	23
80.86657	85
80.87957	111
80.89257	70
80.90557	73
80.91857	73
80.93157	184
80.94457	216
80.95757	82
80.97057	123
80.98357	249
80.99657	202
81.00957	217
81.02257	49
81.03557	304
81.04857	227
81.06157	153
81.07457	240
81.08757	288
81.10057	188
81.11357	152
81.12657	213
81.13957	248
81.15257	154
81.16557	170
81.17857	131
81.19157	144
81.20457	166
81.21757	118
81.23057	101
81.24357	116
81.25657	153
81.26957	118
81.28257	137
81.29557	152
81.30857	103
81.32157	14
81.33457	113
81.34757	222
81.36057	212
81.37357	213
81.38657	182
81.39957	174
81.41257	124
81.42557	81
81.43857	29
81.45157	56
81.46457	75
81.47757	55
81.49057	182
81.50357	127
81.51657	127
81.52957	138
81.54257	93
81.55557	86
81.56857	45
81.58157	9
81.59457	-35
81.60757	22
81.62057	56
81.63357	68
81.64657	-10
81.65957	-15
81.67257	-34
81.68557	-71
81.69857	-83
81.71157	17
81.72457	60
81.73757	66
81.75057	34
81.76357	133
81.77657	90
81.78957	37
81.80257	-51
81.81557	62
81.82857	146
81.84157	66
81.85457	-9
81.86757	135
81.88057	52
81.89357	35
81.90657	74
81.91957	93
81.93257	74
81.94557	23
81.95857	29
81.97157	61
81.98457	-28
81.99757	-83
82.01057	-8
82.02357	-36
82.03657	116
82.04957	-48
82.06257	-55
82.07557	91
82.08857	51
82.10157	139
82.11457	-13
82.12757	36
82.14057	93
82.15357	-27
82.16657	157
82.17957	22
82.19257	19
82.20557	-20
82.21857	173
82.23157	-29
82.24457	19
82.25757	14
82.27057	-50
82.28357	-13
82.29657	16
82.30957	122
82.32257	216
82.33557	160
82.34857	48
82.36157	123
82.37457	66
82.38757	4
82.40057	84
82.41357	84
82.42657	112
82.43957	98
82.45257	-45
82.46557	-41
82.47857	92
82.49157	119
82.50457	100
82.51757	25
82.53057	23
82.54357	50
82.55657	75
82.56957	52
82.58257	20
82.59557	38
82.60857	28
82.62157	78
82.63457	27
82.64757	-42
82.66057	6
82.67357	83
82.68657	60
82.69957	19
82.71257	17
82.72557	109
82.73857	134
82.75157	82
82.76457	169
82.77757	184
82.79057	72
82.80357	6
82.81657	67
82.82957	69
82.84257	40
82.85557	113
82.86857	146
82.88157	150
82.89457	116
82.90757	126
82.92057	110
82.93357	4
82.94657	46
82.95957	95
82.97257	141
82.98557	77
82.99857	107
83.01157	164
83.02457	105
83.03757	-61
83.05057	42
83.06357	84
83.07657	147
83.08957	249
83.10257	135
83.11557	93
83.12857	161
83.14157	29
83.15457	-6
83.16757	99
83.18057	208
83.19357	-4
83.20657	157
83.21957	95
83.23257	-11
83.24557	229
83.25857	211
83.27157	135
83.28457	63
83.29757	102
83.31057	79
83.32357	120
83.33657	195
83.34957	115
83.36257	354
83.37557	204
83.38857	95
83.40157	97
83.41457	178
83.42757	153
83.44057	267
83.45357	146
83.46657	180
83.47957	251
83.49257	174
83.50557	287
83.51857	179
83.53157	136
83.54457	290
83.55757	315
83.57057	223
83.58357	347
83.59657	295
83.60957	337
83.62257	402
83.63557	405
83.64857	292
83.66157	260
83.67457	294
83.68757	307
83.70057	277
83.71357	234
83.72657	364
83.73957	334
83.75257	422
83.76557	408
83.77857	330
83.79157	379
83.80457	461
83.81757	321
83.83057	265
83.84357	267
83.85657	204
83.86957	405
83.88257	410
83.89557	294
83.90857	360
83.92157	319
83.93457	334
83.94757	403
83.96057	354
83.97357	313
83.98657	311
83.99957	354
84.01257	376
84.02557	366
84.03857	318
84.05157	231
84.06457	196
84.07757	264
84.09057	364
84.10357	371
84.11657	382
84.12957	356
84.14257	313
84.15557	317
84.16857	237
84.18157	226
84.19457	265
84.20757	226
84.22057	159
84.23357	133
84.24657	196
84.25957	206
84.27257	198
84.28557	224
84.29857	260
84.31157	224
84.32457	168
84.33757	116
84.35057	182
84.36357	196
84.37657	117
84.38957	37
84.40257	117
84.41557	123
84.42857	210
84.44157	167
84.45457	171
84.46757	118
84.48057	117
84.49357	350
84.50657	200
84.51957	170
84.53257	61
84.54557	212
84.55857	264
84.57157	174
84.58457	156
84.59757	279
84.61057	32
84.62357	195
84.63657	102
84.64957	175
84.66257	176
84.67557	134
84.68857	252
84.70157	173
84.71457	33
84.72757	121
84.74057	109
84.75357	225
84.76657	215
84.77957	170
84.79257	253
84.80557	128
84.81857	7
84.83157	141
84.84457	66
84.85757	222
84.87057	287
84.88357	187
84.89657	80
84.90957	308
84.92257	202
84.93557	234
84.94857	226
84.96157	377
84.97457	245
84.98757	268
85.00057	242
85.01357	177
85.02657	251
85.03957	283
85.05257	340
85.06557	427
85.07857	395
85.09157	301
85.10457	251
85.11757	243
